lyrics,mood,embedding,reduced_embedding
fragile situation could fall apart daytime none would wiser except seems stopped talking like afraid disagree still niece aye eve heart tell heart would gone long ago heart keep hanging must tell gone,2,"[-2.01050416e-02 -5.39089269e-05  7.74436863e-03 ... -7.18627824e-03
  2.75772554e-03 -2.68434696e-02]","[-0.039858642402131786, 0.011392760933545609, -0.10438988802311638, 0.12075112518199688, 0.030670330818040003, -0.06493397060373414, 0.014885506795107804, 0.08664599485190606, -0.03458733443617641, -0.04915713591461021, 0.0003259077608605219, 0.01531574887444417, 0.00558436810480864, -0.02165948598808252, 0.010167874232203222, 0.019445681760249335, 0.049419542521040374, -0.031630577811155296, -0.02847543897135976, 0.03230741444768768, -0.012754021746937974, 0.05500233025783068, 0.007814950185519703, 0.020324918295516376, -0.014977700845990802, -0.0173239717350674, 0.013714394164007843, -0.009663640332876733, 0.04576467133301711, 0.035866090529749005, -0.0656746866107492, 0.012416036686678433, 0.004588022680587036, -0.03759362017576481, 0.01483204024573838, 0.03235889322115499, -0.02340905106445088, -0.02996314642932986, 0.030946957211025757, -0.03740374343095985, -0.007749581152065734, -0.009987155677146363, -0.02274567949841948, 0.025680229737493006, -0.03706683598245764, -0.042595764184513725, 0.017965374071922953, 0.009572548215095742, -0.03322231614310751, 0.00291564512635578]"
soft whisper get walking crowded space hear every word said remember everyday get little bit closer long hour take staring open space feel slipping away,2,"[ 0.00518538 -0.00095817  0.00724177 ... -0.00914786  0.00623407
 -0.02484064]","[-0.11405783780198704, -0.07330851914258552, 0.04194467049495685, 0.0008609894537251414, -0.0945661840781756, -0.042962650151757514, -0.08584352024014033, 0.037589873866574856, 0.001138717500303185, 0.03681472088296664, -0.011626885557316263, -0.05308595192636764, -0.05108093449231208, 0.007109930230967951, 0.004320610607311107, 0.06462793902791217, 0.008564252936207493, 0.006563106024183434, 0.029587782335007893, -0.02560570239996662, 0.009885006368859106, -0.00601779736142478, 0.006404784795982461, 0.05437005139142212, -0.06695900720328493, -0.04868780886874116, 0.04586781396850495, 0.030585383365924323, 0.025840374975132335, 0.0632955309757181, -0.01606839533878961, -0.018687955753899657, -0.019130240161778833, -0.026070575909346843, -0.03071499594679487, -0.031612523792925215, -0.0006003494937789552, 0.03224282884058044, 0.02639020976108022, -0.024123902916267217, -0.004860628348895997, 0.037923571795173604, -0.022868810200454826, -0.016132832313084565, 0.01150930607330463, -0.007024223309580913, 0.031954339687141634, -0.024435462415008168, 0.027231208609991432, -0.030891896903244113]"
key place cold know real dispelled world know doubt tasted fall sink deep devour still key holder portal court endowed course round despair hopeless hour need flame within walled empire,3,"[ 0.0093564  -0.00905824  0.01309044 ... -0.00487342  0.0053668
 -0.01769055]","[0.0826480618442882, -0.13824610641278662, -0.05029483458779614, -0.038057313283949464, -0.006192718145135696, 0.016787038894951773, 0.007201816252099653, -0.012238219773009767, -0.062156774668128856, 0.02738032956243763, -0.023807591097782743, -0.0069539365320560815, -0.09909334001457569, 0.015704376631342526, -0.004060564074711225, 0.026368423522223378, 0.014145802224354864, -0.04951646034289451, -0.061921059683846195, 0.0006932839534716634, -0.07903336763857217, 0.026322941445046065, 0.0014109381783067464, 0.021653333699628796, -0.02892419962775967, -0.00639572987518404, 0.0053049125147436385, -0.011173176470005429, 0.03314450470480441, -0.07481568845118544, 0.06362290924747058, -0.03050053435054386, 0.01205161052062465, 0.11146927957810615, -0.008508254398444123, -0.002938465879539637, 0.0044268743542074844, 0.015476198724010693, -0.043452996836961875, -0.07968638171746457, 0.044084552041471436, -0.0060278560772969334, -0.016540589711855954, 0.07160275873018568, -0.0029071609385361015, -0.023454176858728144, 0.04847967026323226, 0.0788633470098468, -0.04529677784176612, -0.010032776670269144]"
bonfire burning bright pumpkin face night remember halloween head cat hanging pole little dead grove remember halloween grown leaned vestige skeleton life known,0,"[-0.00322366 -0.00825829  0.00678433 ... -0.00823106 -0.00057571
 -0.02663351]","[0.07534261971558864, -0.0954627255849122, 0.07524654015050594, -0.04309497428171372, -0.011446636256183288, -0.08636954422645736, 0.006311844987206602, -0.042560749081414724, 0.010332571632705886, -0.0507190813868101, -0.0070965995727048335, 0.013792631017313432, -0.0854177091181658, -0.02484588408150809, 0.020080178195239076, 0.015747206549940197, -0.10698861056233928, 0.03866748268131545, -0.00848812543875138, 0.007648385144630998, -0.10946425956987696, -0.03906455438721378, -0.0037604472222541223, -0.04336648315358897, 0.06309347569401448, -0.04342550465983461, 0.030179414251647482, 0.06410654710884293, -0.006997535840328491, -0.04941778416690542, -0.015222115396544384, -0.04536201623019856, 0.008054045553938852, -0.015142966457641975, 0.017345016010548563, 0.04746568707985956, 0.0021106006387012293, -0.029134145197889615, 0.025095025036818753, -0.051491508834866764, 0.010301500089428216, -0.05892741859436869, 0.024563541772715785, -0.04025628305592619, -0.07548245454815264, -0.012470637613701183, 0.01747108025647486, -0.0005810470759001412, 0.027736298075746593, 0.016324944447306852]"
time came around need came side trouble ease collected heart healing past never lay count speak well bridge carry u safe art compromise surely greatest strength greatest strength,2,"[ 0.00374069 -0.01023035  0.00591899 ... -0.01884611  0.0187626
 -0.0211288 ]","[-0.03996072500959576, -0.06594340753943881, -0.09358211065041022, 0.058262594151989394, 0.01851713524582805, 0.0571646468865367, 0.033962271037724645, 0.053152317034447116, 0.025340538344079833, 0.07696586187769439, 0.03196309441746051, 0.025200257277628264, -0.024036335043107412, -0.018139883155101153, -0.06440020235746123, 0.005720334172399554, 0.0022489573311866443, 0.011427203170291866, 0.01563106560407074, 0.017476186835565753, 0.0032037596488668782, 0.018702066509057796, -0.04993045430318928, 0.03152401441917493, -0.07935856542176031, 0.012623608745130823, -0.05817169992038943, -0.007383806624014263, 0.025656769527633353, 0.03764946026895196, 0.00233303115199949, -0.05104844991408432, 0.031221431833717703, -0.04703301730502121, -0.002581952773276399, -0.006305451070540746, 0.009412443772648032, 0.03202965465677446, -0.0004973448584679762, 0.026120415060029736, -0.0060634116732813815, -0.020685923052659726, -0.0067969389055933145, 0.021784385184507715, -0.043995269553535804, -0.0007940230180963478, -0.03343714693178912, -0.05440539434423853, -0.05242869764710505, 0.0011420411123389065]"
member society member reality think time called upon think time seen real exist sane alive fine real think lot world today think lot say everything say listened,1,"[-0.01305197  0.0095385   0.00831016 ... -0.02425113 -0.00622061
 -0.03571106]","[0.017738951409503163, 0.0029605375834496996, -0.042533415637695124, 0.051482214417907915, 0.022339188360625612, 0.05749378685390352, -0.08981486118407328, -0.012711003298221365, -0.03833621021034652, -0.1014805575277928, 0.03001696911851979, -0.0699927711220713, -0.11522744759119576, -0.028237757995400847, 0.0031370688201521903, 0.0489998948485982, -0.029153804016991643, 0.0019612104491309496, 0.06357398524887678, -0.0317294061782203, 0.029883347876528583, 0.015510691327536418, 0.03675448902531312, 0.04965908999058541, 0.012850904670487032, 0.028138768953394403, 0.01087937665889146, -0.005365504775914028, 0.04891954263513624, 0.024470368283145083, 0.02410296203731061, 0.019715415416522178, 0.0069198452186872905, -0.001991567172496085, -0.0026274086251276987, 0.02675474590830986, 0.022744374669108888, 0.017542060966729184, 0.011285149739569102, 0.0393621079212225, 0.0034420215512397274, 0.02895506842719718, -0.017808951756941006, 0.011934312468310209, -0.007362883134963849, 0.02326620590110414, -0.03488745574787327, 0.04533724332982554, -0.0049270973431044, -0.0035423536385246544]"
sample good cash bar dollar fucking ugly bitch going stab death play around blood hero word get fucking mop bout leave fucking blood floor pitch chorus spill blood concrete split mug let leak holding gun rolling deep psycho thus want beef hyde hyde enters room reside inside tomb blade coffin stay pucker rough enough tough enough step god forbid knuckle probably get stuffed death took right left look spiking flesh received like man took right chest thinking thus split open jug,0,"[-0.01487629 -0.01211964  0.00332723 ... -0.03052252 -0.01056602
 -0.01884972]","[0.1845759487974119, 0.08211716552154544, -0.028883945063428878, -0.04440835073861922, -0.1138083717670274, -0.044484493689904224, 0.07724671111925256, 0.005472158758998174, -0.005064242025283961, 0.0045503957423971625, 0.031426417717696366, 0.0723377070822082, -0.017027401538497935, -0.01926141126764212, 0.017822959040952307, 0.014395396140613631, -0.02163002734998087, -4.278764620603495e-05, 0.009490162460549673, 0.04480595954591885, 0.0516670053111833, 0.0030691653474835823, 0.017483098079999763, 0.0417833910113166, -0.00962571627829674, -0.021876054504425053, 0.043247322551327995, 0.000693404688861954, 0.01606864938956221, -0.03188124446010818, -0.008583792199349552, -0.0372594094891277, 0.022942158041391554, 0.024087361716861287, 0.01418335629310852, -0.029009861758979075, -0.016079281646543233, -0.01637477960339814, -0.021818612278844005, 0.0064733942470820306, 0.004728272103391909, 0.03642807226289026, -0.08363234981354445, -0.0019309250815751993, 0.007415145704878387, -0.015917658640754413, 0.0019465171924793587, 0.005413343913354714, -0.029530927663179857, -0.016324445352669036]"
何を恐がっているのthat scared sorry gentleman best stay tonight good man fight,2,"[-4.14992776e-03 -7.23985722e-03  1.40917413e-02 ... -1.14382822e-02
  1.36344871e-02 -3.39097678e-05]","[0.09173488996489756, 0.029055530428844647, -0.009247376868828209, 0.03236565444013331, 0.05424651938977713, -0.07228492681414919, 0.01001791771558408, 0.045688606147808376, 0.03281891141179342, -0.021949249262761875, -0.1482172113539979, 0.028475830899269177, 0.0334095040335403, -0.08625664241501743, 0.0099436256939734, 0.051343656096316366, 0.08320512587885212, 0.03180439167914438, -0.0064445370489536165, 0.0042202725958399995, -0.002698681171611573, 0.06284241272375367, 0.04948104370899241, -0.08185158730506857, 0.017890456320028593, -0.07204323451677828, 0.02266575173759688, -0.03636679095643594, 0.006024921805994155, -0.019549270171136567, -0.02138450299363737, -0.005119191357628916, 0.0020812537686021484, -0.036064202807529006, -0.003087269689349599, -0.04265403237102418, 0.017042183375281718, 0.045125311941467565, -0.06739414744034886, 0.06758563449670961, 0.05471822446998063, -0.02946325246440809, -0.006312007631703822, 0.02829722650232961, -0.014406707840401028, 0.0008311634301625938, -0.007945863898889207, -0.00739039239599154, 0.027307960350542178, 0.03857414114884904]"
take tale francisco echo room point wedding disco without bride groom super cool band yeah tribe glass white wine weekend rockstars toilet practicing line want hear kick kick want hear kick kick want hear kick kick want hear want hear,1,"[-0.00123973 -0.00238368  0.01831743 ... -0.01932481  0.01154239
 -0.00605497]","[0.040344090546442724, 0.07880146926754221, 0.10896692936839897, -0.029797676302518984, -0.03804625372066393, 0.046663991349256966, 0.011962086608794484, -0.0032163232192174715, 0.0023927373001626116, 0.04207150055645304, -0.014682599289800854, -0.03473234338835909, -0.04641121258176787, -0.08657180075275696, 0.03848708963148246, 0.0478300260980419, 0.04231110811157623, 0.047598170711539205, 0.02834525547331157, 0.02062814118873066, 0.03184271910639551, -0.07276847909540253, 0.029457265582689657, 0.0020429103245479313, -0.036058868087723, -0.011731736641386855, -0.09228226710471939, 0.007752406582432557, 0.03381215955255113, -0.025425462333215475, -0.03308916040536442, -0.056750404060510004, -0.04303985035159333, 0.028518872027829635, 0.01671682498360573, -0.0024729386951454738, -0.023100780714467705, -0.03213443198268158, 0.028371767000750024, -0.0026207841961552454, -0.0027436808430943193, 0.026208279741601004, -0.021898160964175212, -0.03666133345113417, -0.013581009521279042, 0.007524907318106306, -0.009905010626039748, 0.05104711781493543, -0.01640917833621763, -0.02798031011039476]"
must like anyone like anybody must like anyone like rank know know one sided point view know say way wrong way care see side would worst thing could someone politics blind bind something believe,1,"[-0.01213318 -0.0116869  -0.00660003 ...  0.00642919 -0.01250972
 -0.02034748]","[0.06189259021303948, 0.06328378140909428, -0.10629076994834454, 0.035373731098888146, 0.12567150270020488, 0.053328766835989194, -0.035417255665515734, -0.04221920589964618, -0.08916919644845007, -0.054993982442021264, -0.028832637153616076, -0.08398092951279014, 0.03405359608165991, 0.002304233478342068, 0.05063465462929742, 0.048680136650670905, 0.0441037510522861, -0.03660022729087743, 0.017642598732236406, 0.040797994792923065, 0.008214509639950603, 0.033717694051259864, -0.025490316998543556, 0.005934669909858255, -0.02196889493657635, 0.014012133048456298, -0.049997292434868584, 0.018964253373719885, -0.05675889717672913, 0.02763061583694253, -0.023360345609018132, -0.03990014506608882, -0.008539250750634648, 0.008644583167876892, 0.0011250665401663223, 0.035185802030917535, 0.041894418054321855, -0.021970988348412466, 0.01898913038647379, -0.03829916774119956, -0.008898080546857721, -0.04858198663940805, -0.026475123146000333, 0.0013386767893618155, -0.011431528957122145, 0.011658945895371973, 0.03043880901068371, -0.006311944336285115, -0.0033783654329605788, -0.03666530654201487]"
unfamiliar face complete life disarray simple man power drunk worry living anything deep inside seen rise action progress end mirror mirror please look inside see reason sin one forgot spoiled rotten say burned forever marked,0,"[-0.00086027 -0.02650332  0.01255202 ... -0.01079252 -0.00484901
 -0.02377402]","[0.054822382721766115, -0.04698895996538841, -0.07554728696830804, 0.01864789502094754, -0.021326827093148006, -0.013304120588510132, 0.02040972464051606, -0.07251055463416997, -0.009264661313127039, -0.04161985267344433, 0.022209704092424322, -0.00711362545170873, 0.005075331767868478, 0.05621471380185466, 0.005617140411137369, -0.0262090755380401, -0.07585546327341067, 0.0765275122683387, -0.0411175594870748, 0.0018705375892037407, -0.024133364003972067, -0.034462793823486874, 0.04078759247199635, -0.04414337877726459, -0.06212810669354495, 0.006848954823442931, 0.04138793449096716, 0.004558330232586189, -0.00240430688835514, -0.020849903056007524, -0.03630468679812992, 0.004796032593917204, -0.02975454870514867, 0.012481553945262316, -0.05174021968500508, -0.038380543100013854, 0.009639046976129686, -0.009436856894825362, -0.014346912055068682, -0.006650062386932133, -0.01232090706298461, 0.037691973913312124, 0.03888193037169938, 0.0051357458533110275, -0.004000422913297872, 0.03252925763724523, -0.012628359364395696, 0.04755458441403752, -0.02001440260404184, 0.043315077605726546]"
